high_csat,wait_minutes,order_to_issue_minutes,connected_handling_time,log_item_price,channel_name,category,Sub-category,Product_category,Agent Shift,Tenure Bucket,Customer_City
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Split,>90,Unknown
1,4.0,872.0,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Mobile,Morning,0-30,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Split,>90,Unknown
1,138.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,5.0,13424.0,427.0,5.170483995038151,Outcall,Order Related,Delayed,Books & General merchandise,Morning,0-30,Other
1,4.0,37968.0,427.0,6.597145701886651,Email,Payments related,Other,Mobile,Evening,61-90,Other
0,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Night,>90,Unknown
1,15.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Morning,0-30,Unknown
0,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,30.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,61-90,Unknown
0,35.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,1.0,36856.0,427.0,6.530877627725885,Email,Order Related,Delayed,Home,Morning,0-30,Other
1,0.0,13949.0,427.0,5.953243334287785,Inbound,Order Related,Delayed,Home,Afternoon,>90,Other
1,4.0,4535.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,0-30,Other
0,26.0,12614.5,427.0,6.597145701886651,Outcall,Refund Related,Refund Related Issues,Unknown,Morning,On Job Training,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Afternoon,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
0,16.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,31-60,Unknown
1,4.0,10397.0,427.0,5.111987788356544,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Shopzilla Related,General Enquiry,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,>90,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Split,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,>90,Unknown
0,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Night,>90,Unknown
1,4.0,26953.0,427.0,5.703782474656201,Outcall,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,31-60,Other
0,4.0,16618.0,427.0,5.857933154483459,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,>90,Other
0,11.0,27999.0,427.0,5.659482215759621,Outcall,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,>90,Other
1,12.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Night,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,>90,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Delayed,Unknown,Split,>90,Unknown
0,51.0,6340.0,427.0,6.628041376179533,Inbound,Order Related,Order status enquiry,Books & General merchandise,Afternoon,>90,Other
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,>90,Unknown
1,1.0,24688.0,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Electronics,Evening,On Job Training,Other
1,3.0,4869.0,427.0,7.438383530044307,Inbound,Returns,Return request,Electronics,Morning,>90,Other
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Night,31-60,Unknown
1,107.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,21.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Other,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Afternoon,31-60,Unknown
1,19.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Outcall,Cancellation,Other,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Evening,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Refund Related,Refund Related Issues,Unknown,Split,>90,Unknown
1,4.0,7173.0,427.0,6.597145701886651,Outcall,Order Related,Delayed,Mobile,Evening,61-90,Other
1,4.0,3071.0,427.0,4.174387269895637,Inbound,Cancellation,Not Needed,Books & General merchandise,Morning,>90,Other
1,92.0,22673.0,427.0,5.808142489980444,Email,Returns,Reverse Pickup Enquiry,Electronics,Morning,>90,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,61-90,Unknown
0,86.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,1.0,23039.0,427.0,8.922658299524402,Inbound,Order Related,Delayed,Other,Morning,>90,Other
1,147.0,23685.0,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Mobile,Morning,>90,Other
0,2.0,27029.0,427.0,5.298317366548036,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Evening,61-90,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,2.0,14578.0,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Mobile,Evening,On Job Training,Other
1,12.0,20249.0,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Home Appliences,Morning,>90,Other
1,4.0,10889.0,427.0,8.017966703493599,Inbound,Order Related,Delayed,LifeStyle,Morning,0-30,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Morning,0-30,Unknown
1,25.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Morning,>90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Afternoon,31-60,Unknown
1,4.0,18526.0,427.0,6.089044875446846,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Afternoon,>90,Other
1,15.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,>90,Unknown
1,1.0,19527.0,427.0,7.500529485395295,Outcall,Order Related,Delayed,Home Appliences,Morning,On Job Training,Other
1,0.0,7324.0,427.0,6.551080335043404,Inbound,Order Related,Order status enquiry,Electronics,Morning,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,>90,Unknown
1,57.0,22292.0,427.0,6.9985096422506015,Inbound,Order Related,Delayed,LifeStyle,Morning,31-60,Other
1,3.0,10033.0,427.0,7.52294091807237,Email,Order Related,Delayed,Home Appliences,Morning,31-60,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,>90,Unknown
0,28.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Evening,>90,Unknown
1,0.0,14894.0,427.0,5.783825182329737,Inbound,Cancellation,Not Needed,Books & General merchandise,Morning,>90,Other
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Invoice request,Unknown,Evening,0-30,Unknown
1,1.0,12930.0,427.0,5.14166355650266,Inbound,Order Related,Delayed,Electronics,Evening,>90,Other
0,5.0,6269.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,61-90,Other
1,4.0,38.0,427.0,5.3981627015177525,Inbound,Order Related,Order status enquiry,Books & General merchandise,Afternoon,>90,Other
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,61-90,Unknown
1,28.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,31-60,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,30.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Payments related,Online Payment Issues,Unknown,Evening,0-30,Unknown
0,53.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,31-60,Unknown
1,45.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,37.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,General Enquiry,Unknown,Evening,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Other,Unknown,Morning,>90,Unknown
1,12.0,9623.0,427.0,7.321188556739478,Outcall,Order Related,Delayed,LifeStyle,Evening,61-90,Other
1,0.0,5550.0,427.0,5.056245805348308,Inbound,Order Related,Delayed,Books & General merchandise,Evening,>90,Other
1,4.0,2714.0,427.0,4.2626798770413155,Outcall,Returns,Other,Books & General merchandise,Evening,On Job Training,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,21.0,21450.0,427.0,8.183397369998433,Inbound,Returns,Reverse Pickup Enquiry,Home Appliences,Evening,On Job Training,Other
0,4.0,8754.0,427.0,5.298317366548036,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Evening,0-30,Other
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Refund Related,Refund Related Issues,Unknown,Morning,On Job Training,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Afternoon,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Afternoon,>90,Unknown
0,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,34.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Morning,31-60,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Outcall,Refund Related,Refund Related Issues,Unknown,Afternoon,>90,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,3.0,11898.0,427.0,6.597145701886651,Email,Returns,Wrong,Mobile,Morning,31-60,Other
1,43.0,1138.0,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Mobile,Morning,0-30,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Morning,31-60,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Other,Unknown,Evening,61-90,Unknown
1,21.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
0,7.0,8602.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,On Job Training,Other
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Onboarding related,Other,Unknown,Morning,>90,Unknown
1,104.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,5.0,14011.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Morning,>90,Other
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Evening,31-60,Unknown
0,15.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Seller Cancelled Order,Unknown,Evening,On Job Training,Unknown
0,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Afternoon,>90,Unknown
0,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,1.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Outcall,Refund Related,Refund Related Issues,Unknown,Split,>90,Unknown
1,2.0,38401.0,427.0,5.3981627015177525,Inbound,Feedback,UnProfessional Behaviour,Books & General merchandise,Afternoon,>90,Other
1,4.0,1360.0,427.0,5.220355825078324,Inbound,Returns,Fraudulent User,Books & General merchandise,Evening,0-30,Other
1,4.0,2736.0,427.0,5.298317366548036,Inbound,Returns,Fraudulent User,Books & General merchandise,Evening,On Job Training,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,0-30,Unknown
1,34.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,15.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Afternoon,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Afternoon,>90,Unknown
0,6.0,12614.5,427.0,6.597145701886651,Email,Order Related,Installation/demo,Unknown,Evening,On Job Training,Unknown
0,87.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Exchange / Replacement,Unknown,Evening,>90,Unknown
1,82.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,General Enquiry,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Split,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Morning,>90,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Afternoon,>90,Unknown
0,1.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,2.0,42856.0,427.0,8.517193191416238,Inbound,Returns,Reverse Pickup Enquiry,Home Appliences,Evening,0-30,Other
1,1.0,12614.5,427.0,6.597145701886651,Email,Returns,Other,Unknown,Split,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,27170.0,427.0,6.802394763324311,Inbound,Order Related,Delayed,Home Appliences,Morning,>90,Other
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,61-90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Outcall,Payments related,Other,Unknown,Morning,On Job Training,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
0,130.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Seller Cancelled Order,Unknown,Morning,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,61-90,Unknown
1,4.0,24375.0,427.0,7.313220387090301,Inbound,Returns,Return request,Electronics,Evening,0-30,Other
1,85.0,9925.0,427.0,5.10594547390058,Inbound,Returns,Return request,Home,Morning,31-60,Other
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,35.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,31-60,Unknown
