@relation 'Telco_Cusomer_Churn-weka.filters.unsupervised.attribute.Remove-R1-2,7-8-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-8,10-11,13,15-16'

@attribute tenure numeric
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute Churn {No,Yes}

@data
58,No,Yes,'One year','Credit card (automatic)',No
35,'No internet service','No internet service','Two year','Mailed check',No
56,No,Yes,'Two year','Bank transfer (automatic)',No
24,'No internet service','No internet service','Two year','Credit card (automatic)',No
70,'No internet service','No internet service','Two year','Credit card (automatic)',No
2,No,No,Month-to-month,'Electronic check',No
68,No,Yes,'One year','Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
12,No,No,Month-to-month,'Electronic check',No
63,No,No,Month-to-month,'Bank transfer (automatic)',No
33,Yes,No,'One year','Mailed check',No
69,No,No,'One year','Credit card (automatic)',No
60,No,Yes,'Two year','Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
11,No,No,Month-to-month,'Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
10,No,No,Month-to-month,'Bank transfer (automatic)',Yes
13,Yes,Yes,Month-to-month,'Credit card (automatic)',Yes
34,No,No,'One year','Bank transfer (automatic)',No
39,No,No,Month-to-month,'Mailed check',Yes
65,No,Yes,'One year','Bank transfer (automatic)',No
50,Yes,No,'One year','Bank transfer (automatic)',No
15,'No internet service','No internet service',Month-to-month,'Mailed check',No
72,Yes,No,'Two year','Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
55,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
23,'No internet service','No internet service','Two year','Credit card (automatic)',No
32,No,No,Month-to-month,'Bank transfer (automatic)',Yes
56,Yes,No,'One year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
38,Yes,Yes,'One year','Mailed check',No
11,No,No,Month-to-month,'Electronic check',No
1,No,Yes,Month-to-month,'Electronic check',No
56,No,Yes,'One year','Electronic check',No
3,'No internet service','No internet service',Month-to-month,'Mailed check',No
7,Yes,No,Month-to-month,'Credit card (automatic)',No
59,No,No,'Two year','Credit card (automatic)',No
7,No,Yes,Month-to-month,'Bank transfer (automatic)',No
71,Yes,Yes,'Two year','Credit card (automatic)',No
15,Yes,Yes,'One year','Electronic check',No
71,Yes,Yes,'Two year','Credit card (automatic)',No
35,No,No,Month-to-month,'Electronic check',Yes
11,No,Yes,'One year','Credit card (automatic)',No
60,'No internet service','No internet service','Two year','Credit card (automatic)',No
47,No,Yes,'Two year','Bank transfer (automatic)',No
11,No,Yes,'One year','Credit card (automatic)',No
56,No,No,'One year','Credit card (automatic)',Yes
28,No,Yes,Month-to-month,'Electronic check',No
61,Yes,Yes,'Two year','Mailed check',No
31,Yes,No,'One year','Bank transfer (automatic)',No
9,No,No,Month-to-month,'Electronic check',No
35,Yes,No,Month-to-month,'Electronic check',No
2,'No internet service','No internet service',Month-to-month,'Mailed check',No
12,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
1,Yes,No,Month-to-month,'Mailed check',Yes
4,No,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
3,'No internet service','No internet service',Month-to-month,'Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
52,Yes,No,'Two year','Credit card (automatic)',No
5,'No internet service','No internet service','One year','Mailed check',No
72,Yes,No,'Two year','Electronic check',No
71,Yes,Yes,'Two year','Electronic check',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
46,'No internet service','No internet service','One year','Electronic check',No
63,Yes,No,'Two year','Credit card (automatic)',No
30,Yes,No,Month-to-month,'Credit card (automatic)',No
1,No,No,Month-to-month,'Mailed check',No
12,Yes,Yes,Month-to-month,'Mailed check',Yes
16,Yes,Yes,'Two year','Mailed check',No
4,No,Yes,Month-to-month,'Mailed check',No
51,No,No,'One year','Credit card (automatic)',No
65,'No internet service','No internet service','Two year','Credit card (automatic)',No
16,No,Yes,Month-to-month,'Credit card (automatic)',No
2,'No internet service','No internet service','One year','Mailed check',No
66,No,No,'One year','Bank transfer (automatic)',No
46,No,Yes,'Two year','Electronic check',No
32,Yes,Yes,'One year','Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
38,Yes,Yes,'Two year','Credit card (automatic)',No
51,No,Yes,'One year','Credit card (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
65,Yes,No,Month-to-month,'Bank transfer (automatic)',Yes
9,No,No,Month-to-month,'Electronic check',Yes
9,Yes,Yes,Month-to-month,'Mailed check',Yes
66,'No internet service','No internet service','Two year','Mailed check',No
44,Yes,No,'One year','Credit card (automatic)',No
50,No,Yes,'Two year','Bank transfer (automatic)',No
15,No,No,Month-to-month,'Mailed check',No
8,No,No,Month-to-month,'Credit card (automatic)',No
66,No,Yes,'One year','Credit card (automatic)',No
57,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
7,No,No,Month-to-month,'Bank transfer (automatic)',No
10,No,No,Month-to-month,'Bank transfer (automatic)',No
62,Yes,No,'One year','Electronic check',No
40,No,No,'One year','Electronic check',No
20,'No internet service','No internet service','Two year','Mailed check',No
7,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',Yes
25,No,Yes,Month-to-month,'Electronic check',No
23,No,No,Month-to-month,'Electronic check',No
66,No,No,'One year','Credit card (automatic)',No
72,No,Yes,'Two year','Electronic check',No
49,No,No,Month-to-month,'Credit card (automatic)',Yes
43,No,Yes,Month-to-month,'Bank transfer (automatic)',Yes
46,Yes,No,Month-to-month,'Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
10,'No internet service','No internet service','One year','Mailed check',No
40,Yes,Yes,'One year','Bank transfer (automatic)',No
65,No,No,Month-to-month,'Electronic check',Yes
31,No,Yes,'Two year','Bank transfer (automatic)',No
68,Yes,Yes,'Two year','Credit card (automatic)',No
56,Yes,No,'One year','Bank transfer (automatic)',Yes
10,No,No,Month-to-month,'Electronic check',Yes
68,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
43,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
49,No,No,'One year','Bank transfer (automatic)',No
15,'No internet service','No internet service',Month-to-month,'Electronic check',No
20,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Mailed check',Yes
50,No,Yes,'One year','Electronic check',No
2,No,No,Month-to-month,'Electronic check',Yes
24,No,No,Month-to-month,'Credit card (automatic)',No
3,No,No,Month-to-month,'Bank transfer (automatic)',Yes
1,No,No,Month-to-month,'Mailed check',Yes
35,'No internet service','No internet service','Two year','Mailed check',No
17,'No internet service','No internet service',Month-to-month,'Mailed check',No
8,'No internet service','No internet service',Month-to-month,'Electronic check',Yes
10,No,Yes,Month-to-month,'Credit card (automatic)',No
68,Yes,Yes,'Two year','Credit card (automatic)',No
45,Yes,No,'One year','Bank transfer (automatic)',No
2,'No internet service','No internet service','One year','Mailed check',Yes
37,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
4,No,No,Month-to-month,'Mailed check',Yes
10,No,No,Month-to-month,'Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
65,Yes,No,'Two year','Mailed check',No
57,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
3,No,No,Month-to-month,'Mailed check',No
2,No,No,Month-to-month,'Electronic check',Yes
49,No,No,Month-to-month,'Bank transfer (automatic)',No
4,No,No,Month-to-month,'Mailed check',Yes
70,No,Yes,'Two year','Bank transfer (automatic)',No
53,'No internet service','No internet service','One year','Bank transfer (automatic)',No
53,'No internet service','No internet service','Two year','Credit card (automatic)',No
1,No,No,Month-to-month,'Mailed check',Yes
22,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
52,No,No,Month-to-month,'Electronic check',Yes
65,Yes,Yes,'Two year','Electronic check',No
48,'No internet service','No internet service','One year','Bank transfer (automatic)',No
2,No,No,Month-to-month,'Electronic check',Yes
3,No,No,Month-to-month,'Mailed check',No
45,No,No,Month-to-month,'Bank transfer (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
61,No,Yes,'Two year','Bank transfer (automatic)',No
3,Yes,Yes,Month-to-month,'Credit card (automatic)',No
40,No,Yes,'One year','Credit card (automatic)',No
1,No,No,Month-to-month,'Mailed check',No
1,No,Yes,Month-to-month,'Electronic check',No
51,'No internet service','No internet service','One year','Bank transfer (automatic)',No
2,Yes,No,Month-to-month,'Electronic check',Yes
52,No,No,'One year','Mailed check',No
51,No,No,Month-to-month,'Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
31,Yes,Yes,'One year','Bank transfer (automatic)',No
47,'No internet service','No internet service','One year','Credit card (automatic)',No
3,No,No,Month-to-month,'Credit card (automatic)',Yes
22,'No internet service','No internet service','One year','Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
72,No,Yes,'Two year','Bank transfer (automatic)',No
3,No,No,Month-to-month,'Electronic check',Yes
47,No,No,'One year','Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
66,No,No,'Two year','Bank transfer (automatic)',No
35,No,No,Month-to-month,'Electronic check',No
29,No,No,Month-to-month,'Electronic check',No
2,'No internet service','No internet service',Month-to-month,'Mailed check',No
4,No,No,Month-to-month,'Mailed check',No
25,Yes,No,Month-to-month,'Bank transfer (automatic)',Yes
65,Yes,Yes,'Two year','Mailed check',No
27,No,Yes,'One year','Bank transfer (automatic)',No
29,No,No,Month-to-month,'Credit card (automatic)',No
29,No,No,Month-to-month,'Credit card (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
20,No,Yes,Month-to-month,'Mailed check',No
58,'No internet service','No internet service','Two year','Credit card (automatic)',No
14,Yes,Yes,Month-to-month,'Mailed check',No
72,'No internet service','No internet service','Two year','Mailed check',No
46,Yes,No,Month-to-month,'Credit card (automatic)',No
71,No,Yes,'Two year','Bank transfer (automatic)',No
32,No,No,Month-to-month,'Bank transfer (automatic)',No
26,No,No,Month-to-month,'Credit card (automatic)',No
68,No,No,Month-to-month,'Credit card (automatic)',No
2,'No internet service','No internet service','One year','Mailed check',No
61,'No internet service','No internet service','Two year','Credit card (automatic)',No
4,No,No,Month-to-month,'Electronic check',Yes
3,No,No,Month-to-month,'Electronic check',Yes
33,No,No,Month-to-month,'Electronic check',Yes
9,'No internet service','No internet service',Month-to-month,'Mailed check',No
22,'No internet service','No internet service','Two year','Mailed check',No
5,No,No,Month-to-month,'Electronic check',No
30,Yes,No,Month-to-month,'Credit card (automatic)',Yes
65,No,Yes,'Two year','Credit card (automatic)',No
45,No,Yes,Month-to-month,'Electronic check',Yes
5,'No internet service','No internet service',Month-to-month,'Mailed check',No
25,No,No,Month-to-month,'Electronic check',No
72,Yes,No,'Two year','Bank transfer (automatic)',No
27,No,No,Month-to-month,'Bank transfer (automatic)',No
32,No,No,Month-to-month,'Credit card (automatic)',No
30,No,Yes,'One year','Credit card (automatic)',No
70,Yes,Yes,'Two year','Credit card (automatic)',No
42,No,No,Month-to-month,'Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
47,Yes,Yes,'Two year','Mailed check',No
2,Yes,No,Month-to-month,'Electronic check',No
10,Yes,No,Month-to-month,'Electronic check',Yes
61,'No internet service','No internet service','Two year','Mailed check',No
5,No,No,Month-to-month,'Credit card (automatic)',No
72,No,Yes,'Two year','Credit card (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
3,No,No,Month-to-month,'Mailed check',No
48,'No internet service','No internet service','Two year','Mailed check',No
63,No,Yes,'One year','Credit card (automatic)',No
27,Yes,No,Month-to-month,'Mailed check',No
70,Yes,No,'Two year','Credit card (automatic)',No
7,Yes,Yes,Month-to-month,'Credit card (automatic)',No
0,'No internet service','No internet service','Two year','Mailed check',No
2,Yes,No,Month-to-month,'Electronic check',No
20,No,No,Month-to-month,'Electronic check',Yes
66,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
3,'No internet service','No internet service',Month-to-month,'Mailed check',No
15,No,No,Month-to-month,'Bank transfer (automatic)',Yes
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
22,No,No,Month-to-month,'Electronic check',Yes
3,No,No,Month-to-month,'Electronic check',Yes
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
65,'No internet service','No internet service','Two year','Mailed check',No
11,No,No,Month-to-month,'Mailed check',No
22,No,No,Month-to-month,'Mailed check',No
14,'No internet service','No internet service','One year','Bank transfer (automatic)',No
41,No,Yes,Month-to-month,'Electronic check',No
17,Yes,No,'One year','Mailed check',No
11,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
15,No,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
5,Yes,No,Month-to-month,'Mailed check',Yes
33,No,No,'One year','Electronic check',Yes
72,Yes,No,'Two year','Credit card (automatic)',No
3,No,No,Month-to-month,'Mailed check',No
2,No,No,Month-to-month,'Electronic check',Yes
59,Yes,Yes,'One year','Credit card (automatic)',No
2,No,No,Month-to-month,'Electronic check',Yes
71,No,Yes,'Two year','Credit card (automatic)',No
5,No,No,Month-to-month,'Mailed check',No
27,Yes,No,Month-to-month,'Credit card (automatic)',No
1,No,Yes,Month-to-month,'Electronic check',Yes
63,Yes,Yes,'One year','Bank transfer (automatic)',No
46,Yes,No,'One year','Electronic check',Yes
72,Yes,No,'Two year','Bank transfer (automatic)',No
34,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
24,Yes,No,'One year','Electronic check',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
60,Yes,Yes,'Two year','Credit card (automatic)',No
68,Yes,No,'One year','Credit card (automatic)',No
8,'No internet service','No internet service','Two year','Mailed check',No
34,Yes,Yes,'Two year','Credit card (automatic)',No
6,No,No,Month-to-month,'Credit card (automatic)',No
2,No,Yes,Month-to-month,'Mailed check',No
31,No,Yes,'One year','Credit card (automatic)',No
20,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Electronic check',No
62,No,No,'One year','Electronic check',Yes
70,No,No,'Two year','Credit card (automatic)',No
10,No,Yes,Month-to-month,'Electronic check',Yes
39,'No internet service','No internet service','Two year','Mailed check',No
46,No,Yes,'Two year','Credit card (automatic)',No
6,No,No,Month-to-month,'Electronic check',Yes
72,No,No,'Two year','Bank transfer (automatic)',No
18,No,Yes,Month-to-month,'Credit card (automatic)',No
71,Yes,Yes,'Two year','Credit card (automatic)',No
40,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
58,No,No,'One year','Bank transfer (automatic)',Yes
70,Yes,Yes,'Two year','Credit card (automatic)',Yes
42,'No internet service','No internet service','Two year','Electronic check',No
34,Yes,No,'One year','Bank transfer (automatic)',No
5,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
25,No,No,Month-to-month,'Mailed check',No
